id,name,date,startTime,endTime,roundDuration,breakDuration,breakFrequency,createdAt,updatedAt,poolSize
eb2423d5-6b74-4421-8fe0-6ea625532f36,Compétition de Taekwondo,2025-05-10 12:32:04.721,2025-05-10 06:30:00,,60,30,30,2025-05-10 12:32:04.759,2025-05-10 12:32:04.759,3
